date,description,amount,category
2025-05-29,Comcast Internet,-154.59,Utilities
2025-05-29,City Water Department,-160.01,Utilities
2025-05-30,Google One Storage,-32.77,Subscriptions
2025-05-30,Rent Payment,-988.4,Housing
2025-05-30,YouTube Premium,-23.51,Entertainment
2025-05-30,The Cheesecake Factory,-48.76,Dining
2025-05-31,Prescription Refill,-97.89,Health
2025-05-31,Online Course,-293.33,Education
2025-05-31,Car Wash,-55.7,Transportation
2025-05-31,Udemy,-1414.6,Education
2025-05-31,Parking Garage,-47.23,Transportation
2025-05-31,Aldi,-167.84,Groceries
2025-05-31,Online Course,-2572.74,Education
2025-06-01,Side Hustle Income,2053.16,Income
2025-06-01,Spotify Premium,-9.99,Entertainment
2025-06-01,University Tuition,-283.98,Education
2025-06-01,Rent Payment,-1200.0,Housing
2025-06-01,Gym Membership,-45.0,Entertainment
2025-06-01,Eye Doctor,-92.65,Health
2025-06-01,Thai Restaurant,-80.7,Dining
2025-06-01,Netflix,-15.99,Entertainment
2025-06-01,Payroll Deposit - Company Inc,3500.0,Income
2025-06-02,Nintendo eShop,-34.33,Entertainment
2025-06-02,Panera Bread,-88.88,Dining
2025-06-02,Zara,-319.94,Shopping
2025-06-03,CVS Pharmacy,-185.56,Health
2025-06-03,New York Times,-14.47,Subscriptions
2025-06-03,Rent Payment,-1770.39,Housing
2025-06-03,Kindle Unlimited,-69.45,Subscriptions
2025-06-03,Fitness Center,-111.8,Health
2025-06-03,University Tuition,-4632.17,Education
2025-06-03,Comcast Internet,-96.92,Utilities
2025-06-03,Car Wash,-18.08,Transportation
2025-06-03,Trader Joes,-109.62,Groceries
2025-06-04,Electric Company,-74.57,Utilities
2025-06-04,Audible,-7.62,Subscriptions
2025-06-05,Shell Gas Station,-23.96,Transportation
2025-06-05,Nintendo eShop,-48.46,Entertainment
2025-06-05,Gap,-216.44,Shopping
2025-06-05,Amazon.com,-46.39,Shopping
2025-06-05,Electric Company,-120.0,Utilities
2025-06-05,Payroll Deposit - Company Inc,4338.22,Income
2025-06-06,Jiffy Lube,-26.37,Transportation
2025-06-06,Coursera,-4756.88,Education
2025-06-06,United Airlines,-1388.89,Travel
2025-06-07,Medical Clinic,-113.17,Health
2025-06-07,Verizon Wireless,-195.03,Utilities
2025-06-07,Natural Gas Co,-211.62,Utilities
2025-06-08,Costco,-28.85,Groceries
2025-06-08,Panera Bread,-27.75,Dining
2025-06-08,Hertz Rental Car,-1301.99,Travel
2025-06-08,Gift Money,2507.75,Income
2025-06-08,Kroger,-17.84,Groceries
2025-06-09,Apple Music,-43.67,Entertainment
2025-06-09,Nike,-270.8,Shopping
2025-06-09,Food Lion,-115.23,Groceries
2025-06-09,Side Hustle Income,2373.52,Income
2025-06-09,Kindle Unlimited,-11.05,Subscriptions
2025-06-09,Microsoft 365,-24.23,Subscriptions
2025-06-10,Adobe Creative Cloud,-28.28,Subscriptions
2025-06-10,Electric Company,-55.41,Utilities
2025-06-10,Lowes,-197.27,Shopping
2025-06-10,Bank Interest,4791.04,Income
2025-06-10,Lab Tests,-134.01,Health
2025-06-10,University Tuition,-3757.61,Education
2025-06-10,Comcast Internet,-89.99,Utilities
2025-06-10,Electric Company,-140.74,Utilities
2025-06-10,Home Insurance,-1312.67,Housing
2025-06-10,Google One Storage,-68.76,Subscriptions
2025-06-10,Enterprise Rent-A-Car,-700.99,Travel
2025-06-10,Hulu,-41.08,Entertainment
2025-06-11,Metro Card,-24.02,Transportation
2025-06-11,Delta Airlines,-813.91,Travel
2025-06-11,Public Transit,-35.45,Transportation
2025-06-12,Exxon Mobil,-25.98,Transportation
2025-06-12,BP Gas,-50.58,Transportation
2025-06-12,Spectrum Internet,-58.09,Utilities
2025-06-12,Xbox Live,-14.56,Entertainment
2025-06-12,Lab Tests,-24.98,Health
2025-06-12,Home Insurance,-2287.36,Housing
2025-06-12,Amazon Prime,-14.99,Subscriptions
2025-06-12,Payroll Deposit - Company Inc,4374.88,Income
2025-06-12,Tax Refund,4379.48,Income
2025-06-13,Home Depot,-246.77,Shopping
2025-06-13,Parking Garage,-57.09,Transportation
2025-06-13,Nordstrom,-36.79,Shopping
2025-06-13,Fitness Center,-172.2,Health
2025-06-13,Rent Payment,-2450.84,Housing
2025-06-14,Albertsons,-149.23,Groceries
2025-06-14,Rent Payment,-1104.32,Housing
2025-06-14,Starbucks,-79.93,Dining
2025-06-15,Payroll Deposit - Company Inc,3500.0,Income
2025-06-15,Verizon Wireless,-75.0,Utilities
2025-06-15,Google One Storage,-35.96,Subscriptions
2025-06-15,Online Course,-4671.94,Education
2025-06-16,YouTube Premium,-52.39,Entertainment
2025-06-16,Sushi Bar,-34.28,Dining
2025-06-16,Audible,-50.75,Subscriptions
2025-06-16,Google One Storage,-6.39,Subscriptions
2025-06-17,Natural Gas Co,-201.31,Utilities
2025-06-17,Udemy,-4209.33,Education
2025-06-18,Disney Plus,-36.04,Entertainment
2025-06-18,Coursera,-4844.04,Education
2025-06-18,Lab Tests,-83.75,Health
2025-06-18,HOA Fees,-1043.08,Housing
2025-06-19,Metro Card,-55.85,Transportation
2025-06-19,Cashback Reward,4134.87,Income
2025-06-19,YouTube Premium,-17.19,Entertainment
2025-06-20,IKEA,-337.41,Shopping
2025-06-20,Dentist Office,-23.32,Health
2025-06-20,Adobe Creative Cloud,-54.99,Subscriptions
2025-06-20,Lowes,-86.95,Shopping
